Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
095570,KOSPI,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,박대현,http://www.ajnet.co.kr,서울특별시
006840,KOSPI,AK홀딩스,기타 금융업,지주사업,1999-08-11,12월,"채형석, 이석주(각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시
152100,KOSPI,ARIRANG 200,,,,,,,
295820,KOSPI,ARIRANG 200동일가중,,,,,,,
253150,KOSPI,ARIRANG 200선물레버리지,,,,,,,
253160,KOSPI,ARIRANG 200선물인버스2X,,,,,,,
395750,KOSPI,ARIRANG ESG가치주액티브,,,,,,,
395760,KOSPI,ARIRANG ESG성장주액티브,,,,,,,
278420,KOSPI,ARIRANG ESG우수기업,,,,,,,
292750,KOSPI,ARIRANG KRX300,,,,,,,
309210,KOSPI,ARIRANG KRX300헬스케어,,,,,,,
333940,KOSPI,ARIRANG KS로우볼가중TR,,,,,,,
333950,KOSPI,ARIRANG KS로우사이즈가중TR,,,,,,,
333960,KOSPI,ARIRANG KS모멘텀가중TR,,,,,,,
333970,KOSPI,ARIRANG KS밸류가중TR,,,,,,,
333980,KOSPI,ARIRANG KS퀄리티가중TR,,,,,,,
269530,KOSPI,ARIRANG S&P글로벌인프라,,,,,,,
251590,KOSPI,ARIRANG 고배당저변동50,,,,,,,
161510,KOSPI,ARIRANG 고배당주,,,,,,,
251600,KOSPI,ARIRANG 고배당주채권혼합,,,,,,,
289670,KOSPI,ARIRANG 국채선물10년,,,,,,,
298340,KOSPI,ARIRANG 국채선물3년,,,,,,,
189400,KOSPI,ARIRANG 글로벌MSCI(합성 H),,,,,,,
415920,KOSPI,ARIRANG 글로벌희토류전략자원기업MV,,,,,,,
278620,KOSPI,ARIRANG 단기채권액티브,,,,,,,
269540,KOSPI,ARIRANG 미국S&P500(H),,,,,,,
287180,KOSPI,ARIRANG 미국나스닥테크,,,,,,,
213630,KOSPI,ARIRANG 미국다우존스고배당주(합성 H),,,,,,,
332610,KOSPI,ARIRANG 미국단기우량회사채,,,,,,,
332620,KOSPI,ARIRANG 미국장기우량회사채,,,,,,,
195970,KOSPI,ARIRANG 선진국MSCI(합성 H),,,,,,,
238670,KOSPI,ARIRANG 스마트베타Quality채권혼합,,,,,,,
195980,KOSPI,ARIRANG 신흥국MSCI(합성 H),,,,,,,
373530,KOSPI,ARIRANG 신흥국MSCI인버스(합성 H),,,,,,,
256450,KOSPI,ARIRANG 심천차이넥스트(합성),,,,,,,
239660,KOSPI,ARIRANG 우량회사채50 1년,,,,,,,
280920,KOSPI,ARIRANG 주도업종,,,,,,,
266550,KOSPI,ARIRANG 중형주저변동50,,,,,,,
301400,KOSPI,ARIRANG 코스닥150,,,,,,,
301410,KOSPI,ARIRANG 코스닥150선물인버스,,,,,,,
227830,KOSPI,ARIRANG 코스피,,,,,,,
122090,KOSPI,ARIRANG 코스피50,,,,,,,
328370,KOSPI,ARIRANG 코스피TR,,,,,,,
301440,KOSPI,ARIRANG 코스피중형주,,,,,,,
376250,KOSPI,ARIRANG 탄소효율그린뉴딜,,,,,,,
027410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시
282330,KOSPI,BGF리테일,종합 소매업,체인화 편의점,2017-12-08,12월,이건준,http://www.bgfretail.com,서울특별시
138930,KOSPI,BNK금융지주,기타 금융업,금융지주회사,2011-03-30,12월,김지완,http://www.bnkfg.com,부산광역시
001460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,김 대 환,http://home.byc.co.kr,서울특별시
001465,KOSPI,BYC우,,,,,,,
001040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시
079160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시
00104K,KOSPI,CJ4우(전환),,,,,,,
000120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,강신호,http://www.cjlogistics.com,서울특별시
011150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 오재석(각자대표)",http://www.cjseafood.net,경기도
011155,KOSPI,CJ씨푸드1우,,,,,,,
001045,KOSPI,CJ우,,,,,,,
097950,KOSPI,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 최은석 (각자 대표이사)",http://www.cj.co.kr,서울특별시
097955,KOSPI,CJ제일제당 우,,,,,,,
000590,KOSPI,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,임규섭,http://www.chosunwelding.com,경상북도
012030,KOSPI,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
016610,KOSPI,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,고원종,http://db-fi.com,서울특별시
005830,KOSPI,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,김정남,http://www.idbins.com,서울특별시
000990,KOSPI,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,경기도
000995,KOSPI,DB하이텍1우,,,,,,,
139130,KOSPI,DGB금융지주,기타 금융업,지주회사,2011-06-07,12월,김태오,http://www.dgbfg.co.kr,대구광역시
001530,KOSPI,DI동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
000210,KOSPI,DL,기타 금융업,지주회사,1976-02-02,12월,전병욱,http://www.dlholdings.co.kr,서울특별시
001880,KOSPI,DL건설,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매",1977-12-22,12월,조남창,http://www.dlconstruction.co.kr,인천광역시
000215,KOSPI,DL우,,,,,,,
375500,KOSPI,DL이앤씨,토목 건설업,토목 건설 사업,2021-01-25,12월,마창민,,서울특별시
37550K,KOSPI,DL이앤씨우,,,,,,,
004840,KOSPI,DRB동일,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://drbworld.com,부산광역시
155660,KOSPI,DSR,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시
069730,KOSPI,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,홍하종,http://www.dsrcorp.com,전라남도
017940,KOSPI,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,"구자용, 구동휘, 천정식 (각자 대표이사)",http://www.e1.co.kr,서울특별시
365550,KOSPI,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,박래익,http://www.esrks-reit.com,서울특별시
383220,KOSPI,F&F,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",2021-05-21,12월,김창수,http://www.fnf.co.kr,서울특별시
007700,KOSPI,F&F홀딩스,기타 금융업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,박의헌,http://www.fnfholdings.com,서울특별시
285690,KOSPI,FOCUS ESG리더스,,,,,,,
292730,KOSPI,FOCUS KRX300,,,,,,,
402520,KOSPI,FOCUS 혁신기업액티브,,,,,,,
73501BB4,KOSPI,GB국민참여정책형뉴딜A,,,,,,,
73502BB4,KOSPI,GB국민참여정책형뉴딜C,,,,,,,
73503BB4,KOSPI,GB국민참여정책형뉴딜I,,,,,,,
73501BA2,KOSPI,GB중소성장기업A,,,,,,,
73502BA2,KOSPI,GB중소성장기업C,,,,,,,
73503BA2,KOSPI,GB중소성장기업I,,,,,,,
114090,KOSPI,GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,김영산,http://www.grandkorea.com,서울특별시
078930,KOSPI,GS,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
006360,KOSPI,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 임병용(각자 대표이사)",http://www.gsconst.co.kr/,서울특별시
001250,KOSPI,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,김태형,http://www.gsgcorp.com,서울특별시
007070,KOSPI,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,"허연수, 김호성",http://www.gsretail.com,서울특별시
078935,KOSPI,GS우,,,,,,,
293180,KOSPI,HANARO 200,,,,,,,
407310,KOSPI,HANARO 200 TOP10,,,,,,,
332930,KOSPI,HANARO 200TR,,,,,,,
304780,KOSPI,HANARO 200선물레버리지,,,,,,,
306520,KOSPI,HANARO 200선물인버스,,,,,,,
395290,KOSPI,HANARO Fn K-POP&미디어,,,,,,,
395280,KOSPI,HANARO Fn K-게임,,,,,,,
368190,KOSPI,HANARO Fn K-뉴딜디지털플러스,,,,,,,
402460,KOSPI,HANARO Fn K-메타버스MZ,,,,,,,
395270,KOSPI,HANARO Fn K-반도체,,,,,,,
367740,KOSPI,HANARO Fn5G산업,,,,,,,
407300,KOSPI,HANARO Fn골프테마,,,,,,,
381560,KOSPI,HANARO Fn전기&수소차,,,,,,,
381570,KOSPI,HANARO Fn친환경에너지,,,,,,,
346000,KOSPI,HANARO KAP초장기국고채,,,,,,,
304760,KOSPI,HANARO KRX300,,,,,,,
404470,KOSPI,HANARO KRX기후변화솔루션,,,,,,,
332940,KOSPI,HANARO MSCI Korea TR,,,,,,,
322400,KOSPI,HANARO e커머스,,,,,,,
322410,KOSPI,HANARO 고배당,,,,,,,
354350,KOSPI,HANARO 글로벌럭셔리S&P(합성),,,,,,,
401590,KOSPI,HANARO 글로벌탄소배출권선물ICE(합성),,,,,,,
314700,KOSPI,HANARO 농업융복합산업,,,,,,,
390950,KOSPI,HANARO 단기채권액티브,,,,,,,
304770,KOSPI,HANARO 코스닥150,,,,,,,
306530,KOSPI,HANARO 코스닥150선물레버리지,,,,,,,
375760,KOSPI,HANARO 탄소효율그린뉴딜,,,,,,,
012630,KOSPI,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16,12월,"정몽규, 유병규",http://www.i-park.com,서울특별시
039570,KOSPI,HDC랩스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",2015-09-24,12월,김성은,http://hdc-labs.com,경기도
089470,KOSPI,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 중 규,http://www.hdc-hyundaiep.com/,충청남도
294870,KOSPI,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"권순호, 정경구, 하원기 (각자 대표이사)",http://www.hdc-dvp.com,서울특별시
097230,KOSPI,HJ중공업,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,12월,홍문기,http://www.hjsc.co.kr,부산광역시
215620,KOSPI,HK S&P코리아로우볼,,,,,,,
391670,KOSPI,HK 베스트일레븐액티브,,,,,,,
391680,KOSPI,HK 하이볼액티브,,,,,,,
011200,KOSPI,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,배재훈,http://www.hmm21.com,서울특별시
082740,KOSPI,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,고영열,http://www.hsdengine.com,경상남도
75801BB4,KOSPI,IBK 국민참여정책형뉴딜 혼합자산 A,,,,,,,
75802BB4,KOSPI,IBK 국민참여정책형뉴딜 혼합자산 C,,,,,,,
003560,KOSPI,IHQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,김형철,http://www.ihq.co.kr,서울특별시
175330,KOSPI,JB금융지주,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전라북도
234080,KOSPI,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도
001060,KOSPI,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,"대표이사 신영섭, 이성열(각자 대표이사)",http://www.jw-pharma.co.kr,서울특별시
001067,KOSPI,JW중외제약2우B,,,,,,,
001065,KOSPI,JW중외제약우,,,,,,,
096760,KOSPI,JW홀딩스,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 한성권",http://jw-holdings.co.kr,서울특별시
580011,KOSPI,KB FnGuide 언택트 ETN,,,,,,,
580030,KOSPI,KB KOSDAQ 150 선물 ETN,,,,,,,
580028,KOSPI,KB KOSPI 200 선물 ETN,,,,,,,
580013,KOSPI,KB KRX ESG Eco ETN,,,,,,,
580010,KOSPI,KB Wise 분할매매 ETN,,,,,,,
580025,KOSPI,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,,,,,,,
580024,KOSPI,KB 레버리지 KRX BBIG K-뉴딜 ETN,,,,,,,
580016,KOSPI,KB 레버리지 S&P 500 선물 ETN(H),,,,,,,
580032,KOSPI,KB 레버리지 구리 선물 ETN(H),,,,,,,
580022,KOSPI,KB 레버리지 금 선물 ETN(H),,,,,,,
580015,KOSPI,KB 레버리지 나스닥 100 ETN,,,,,,,
580026,KOSPI,KB 레버리지 은 선물 ETN(H),,,,,,,
580018,KOSPI,KB 레버리지 항셍테크 선물 ETN(H),,,,,,,
71901B96,KOSPI,KB 와이즈 스타 부동산 자 2 A,,,,,,,
71902B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-F,,,,,,,
71903B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-I,,,,,,,
580017,KOSPI,KB 인버스 2X S&P 500 선물 ETN,,,,,,,
580033,KOSPI,KB 인버스 2X 구리 선물 ETN(H),,,,,,,
580023,KOSPI,KB 인버스 2X 금 선물 ETN(H),,,,,,,
580014,KOSPI,KB 인버스 2X 나스닥 100 ETN,,,,,,,
580027,KOSPI,KB 인버스 2X 은 선물 ETN(H),,,,,,,
580019,KOSPI,KB 인버스 2X 항셍테크 선물 ETN,,,,,,,
580031,KOSPI,KB 인버스 KOSDAQ150 선물 ETN,,,,,,,
580029,KOSPI,KB 인버스 KOSPI 200 선물 ETN,,,,,,,
580021,KOSPI,KB 인버스 천연가스 선물 ETN,,,,,,,
580020,KOSPI,KB 천연가스 선물 ETN(H),,,,,,,
58G640,KOSPI,KBG640삼성전자콜,,,,,,,
58G641,KOSPI,KBG641삼성중콜,,,,,,,
58GB18,KOSPI,KBGB18삼성전자콜,,,,,,,
58GB19,KOSPI,KBGB19삼성전자풋,,,,,,,
58GD22,KOSPI,KBGD22엘지디스콜,,,,,,,
58GD23,KOSPI,KBGD23SK하이닉콜,,,,,,,
58GD24,KOSPI,KBGD24기아콜,,,,,,,
58GD25,KOSPI,KBGD25삼성물산콜,,,,,,,
58GD26,KOSPI,KBGD26삼성전자콜,,,,,,,
58GD27,KOSPI,KBGD27셀트리온콜,,,,,,,
58GD28,KOSPI,KBGD28NC소프트콜,,,,,,,
58GD29,KOSPI,KBGD29하나금융콜,,,,,,,
58GD30,KOSPI,KBGD30현대차콜,,,,,,,
58GD31,KOSPI,KBGD31삼성전자콜,,,,,,,
58GD32,KOSPI,KBGD32카카오콜,,,,,,,
58GD33,KOSPI,KBGD33하나금융콜,,,,,,,
58GD34,KOSPI,KBGD34한국전력콜,,,,,,,
58GD89,KOSPI,KBGD89엘지전자콜,,,,,,,
58GD92,KOSPI,KBGD92LG화학콜,,,,,,,
58GD95,KOSPI,KBGD95네이버콜,,,,,,,
58GD97,KOSPI,KBGD97POSCO콜,,,,,,,
58GE26,KOSPI,KBGE26SK바이오콜,,,,,,,
58GE40,KOSPI,KBGE40모비스콜,,,,,,,
58GE43,KOSPI,KBGE43현대차콜,,,,,,,
58GE81,KOSPI,KBGE81KOSPI200콜,,,,,,,
58GE82,KOSPI,KBGE82KOSPI200콜,,,,,,,
58GE83,KOSPI,KBGE83KOSPI200콜,,,,,,,
58GE84,KOSPI,KBGE84KOSPI200콜,,,,,,,
58GE85,KOSPI,KBGE85KOSPI200콜,,,,,,,
58GE86,KOSPI,KBGE86KOSPI200콜,,,,,,,
58GE87,KOSPI,KBGE87KOSPI200콜,,,,,,,
58GE88,KOSPI,KBGE88KOSPI200콜,,,,,,,
58GE89,KOSPI,KBGE89KOSPI200콜,,,,,,,
58GE90,KOSPI,KBGE90KOSPI200콜,,,,,,,
58GG14,KOSPI,KBGG14엘지디스콜,,,,,,,
58GG15,KOSPI,KBGG15엘지디스풋,,,,,,,
58GG16,KOSPI,KBGG16LG화학콜,,,,,,,
58GG17,KOSPI,KBGG17LG화학콜,,,,,,,
58GG18,KOSPI,KBGG18네이버콜,,,,,,,
58GG19,KOSPI,KBGG19네이버콜,,,,,,,
58GG20,KOSPI,KBGG20POSCO콜,,,,,,,
58GG22,KOSPI,KBGG22SK하이닉콜,,,,,,,
58GG23,KOSPI,KBGG23SK하이닉콜,,,,,,,
58GG24,KOSPI,KBGG24기아콜,,,,,,,
58GG25,KOSPI,KBGG25롯데케미콜,,,,,,,
58GG26,KOSPI,KBGG26삼성SDI콜,,,,,,,
58GG27,KOSPI,KBGG27삼성바이콜,,,,,,,
58GG28,KOSPI,KBGG28삼성전자콜,,,,,,,
58GG29,KOSPI,KBGG29삼성전자콜,,,,,,,
58GG30,KOSPI,KBGG30셀트리온콜,,,,,,,
58GG31,KOSPI,KBGG31카카오콜,,,,,,,
58GG32,KOSPI,KBGG32카카오콜,,,,,,,
58GG33,KOSPI,KBGG33카카오풋,,,,,,,
58GG34,KOSPI,KBGG34하이브콜,,,,,,,
58GG36,KOSPI,KBGG36현대차콜,,,,,,,
58GG37,KOSPI,KBGG37엘지전자콜,,,,,,,
58GG38,KOSPI,KBGG38네이버콜,,,,,,,
58GG39,KOSPI,KBGG39네이버풋,,,,,,,
58GG40,KOSPI,KBGG40SK콜,,,,,,,
58GG41,KOSPI,KBGG41SK하이닉콜,,,,,,,
58GG42,KOSPI,KBGG42SK하이닉콜,,,,,,,
58GG43,KOSPI,KBGG43SK하이닉풋,,,,,,,
58GG44,KOSPI,KBGG44기아콜,,,,,,,
58GG45,KOSPI,KBGG45삼성SDI콜,,,,,,,
58GG46,KOSPI,KBGG46삼성전자콜,,,,,,,
58GG47,KOSPI,KBGG47삼성전자콜,,,,,,,
58GG48,KOSPI,KBGG48삼성전자콜,,,,,,,
58GG49,KOSPI,KBGG49삼성전자풋,,,,,,,
58GG50,KOSPI,KBGG50삼성전자콜,,,,,,,
58GG51,KOSPI,KBGG51셀트리온콜,,,,,,,
58GG52,KOSPI,KBGG52신한지주콜,,,,,,,
58GG54,KOSPI,KBGG54포스코케콜,,,,,,,
58GG55,KOSPI,KBGG55한국지주콜,,,,,,,
58GG56,KOSPI,KBGG56한국조선콜,,,,,,,
58GG57,KOSPI,KBGG57모비스콜,,,,,,,
58GG58,KOSPI,KBGG58네이버콜,,,,,,,
58GG59,KOSPI,KBGG59삼성전자콜,,,,,,,
58GG60,KOSPI,KBGG60삼성전자콜,,,,,,,
58GG61,KOSPI,KBGG61삼성전자콜,,,,,,,
58GG62,KOSPI,KBGG62하나금융콜,,,,,,,
58GG63,KOSPI,KBGG63현대차콜,,,,,,,
58GG93,KOSPI,KBGG93KOSPI200콜,,,,,,,
58GG94,KOSPI,KBGG94KOSPI200콜,,,,,,,
58GG95,KOSPI,KBGG95KOSPI200콜,,,,,,,
58GG96,KOSPI,KBGG96KOSPI200콜,,,,,,,
58GG97,KOSPI,KBGG97KOSPI200콜,,,,,,,
58GG98,KOSPI,KBGG98KOSPI200콜,,,,,,,
58GG99,KOSPI,KBGG99KOSPI200콜,,,,,,,
58GH00,KOSPI,KBGH00KOSPI200콜,,,,,,,
58GH01,KOSPI,KBGH01KOSPI200콜,,,,,,,
58GH02,KOSPI,KBGH02KOSPI200콜,,,,,,,
58GJ13,KOSPI,KBGJ13엘지디스콜,,,,,,,
58GJ14,KOSPI,KBGJ14엘지전자콜,,,,,,,
58GJ15,KOSPI,KBGJ15엘지전자콜,,,,,,,
58GJ16,KOSPI,KBGJ16네이버콜,,,,,,,
58GJ17,KOSPI,KBGJ17SK하이닉콜,,,,,,,
58GJ18,KOSPI,KBGJ18금호석유콜,,,,,,,
58GJ19,KOSPI,KBGJ19대우건설콜,,,,,,,
58GJ20,KOSPI,KBGJ20두산퓨얼콜,,,,,,,
58GJ21,KOSPI,KBGJ21롯데케미콜,,,,,,,
58GJ22,KOSPI,KBGJ22삼성엔지콜,,,,,,,
58GJ23,KOSPI,KBGJ23삼성전기콜,,,,,,,
58GJ24,KOSPI,KBGJ24삼성전자콜,,,,,,,
58GJ25,KOSPI,KBGJ25삼성전자콜,,,,,,,
58GJ26,KOSPI,KBGJ26삼성전자콜,,,,,,,
58GJ27,KOSPI,KBGJ27삼성전자풋,,,,,,,
58GJ28,KOSPI,KBGJ28셀트리온콜,,,,,,,
58GJ29,KOSPI,KBGJ29셀트리온콜,,,,,,,
58GJ31,KOSPI,KBGJ31아모레콜,,,,,,,
58GJ32,KOSPI,KBGJ32아모레콜,,,,,,,
58GJ33,KOSPI,KBGJ33NC소프트콜,,,,,,,
58GJ34,KOSPI,KBGJ34NC소프트콜,,,,,,,
58GJ35,KOSPI,KBGJ35카카오콜,,,,,,,
58GJ36,KOSPI,KBGJ36카카오콜,,,,,,,
58GJ37,KOSPI,KBGJ37카카오콜,,,,,,,
58GJ38,KOSPI,KBGJ38하이브콜,,,,,,,
58GJ40,KOSPI,KBGJ40한화솔루콜,,,,,,,
58GJ41,KOSPI,KBGJ41현대건설콜,,,,,,,
58GJ42,KOSPI,KBGJ42현대건설콜,,,,,,,
58GJ43,KOSPI,KBGJ43현대제철콜,,,,,,,
58GJ44,KOSPI,KBGJ44LG화학콜,,,,,,,
58GJ45,KOSPI,KBGJ45POSCO콜,,,,,,,
58GJ46,KOSPI,KBGJ46SK콜,,,,,,,
58GJ47,KOSPI,KBGJ47SK이노콜,,,,,,,
58GJ49,KOSPI,KBGJ49S-OIL풋,,,,,,,
58GJ50,KOSPI,KBGJ50기아콜,,,,,,,
58GJ51,KOSPI,KBGJ51녹십자콜,,,,,,,
58GJ52,KOSPI,KBGJ52삼성SDI콜,,,,,,,
58GJ54,KOSPI,KBGJ54삼성바이콜,,,,,,,
58GJ55,KOSPI,KBGJ55신한지주콜,,,,,,,
58GJ56,KOSPI,KBGJ56하나금융콜,,,,,,,
58GJ58,KOSPI,KBGJ58한국전력콜,,,,,,,
58GJ59,KOSPI,KBGJ59모비스콜,,,,,,,
58GJ60,KOSPI,KBGJ60현대차콜,,,,,,,
58GJ61,KOSPI,KBGJ61현대차콜,,,,,,,
58GJ63,KOSPI,KBGJ63엘지디스풋,,,,,,,
58GJ64,KOSPI,KBGJ64엘지전자콜,,,,,,,
58GJ66,KOSPI,KBGJ66네이버콜,,,,,,,
58GJ67,KOSPI,KBGJ67SK하이닉콜,,,,,,,
58GJ68,KOSPI,KBGJ68SK하이닉풋,,,,,,,
58GJ69,KOSPI,KBGJ69롯데케미콜,,,,,,,
58GJ70,KOSPI,KBGJ70삼성전자콜,,,,,,,
58GJ71,KOSPI,KBGJ71삼성전자콜,,,,,,,
58GJ72,KOSPI,KBGJ72삼성전자풋,,,,,,,
58GJ74,KOSPI,KBGJ74셀트헬스콜,,,,,,,
58GJ75,KOSPI,KBGJ75셀트제약콜,,,,,,,
58GJ76,KOSPI,KBGJ76아모레콜,,,,,,,
58GJ77,KOSPI,KBGJ77카카오콜,,,,,,,
58GJ78,KOSPI,KBGJ78카카오콜,,,,,,,
58GJ79,KOSPI,KBGJ79카카오풋,,,,,,,
58GJ80,KOSPI,KBGJ80하이브콜,,,,,,,
58GJ81,KOSPI,KBGJ81한화솔루콜,,,,,,,
58GJ82,KOSPI,KBGJ82현대건설콜,,,,,,,
58GJ83,KOSPI,KBGJ83POSCO콜,,,,,,,
58GJ84,KOSPI,KBGJ84기아콜,,,,,,,
58GJ85,KOSPI,KBGJ85넷마블콜,,,,,,,
58GJ86,KOSPI,KBGJ86녹십자콜,,,,,,,
58GJ87,KOSPI,KBGJ87삼성물산콜,,,,,,,
58GJ88,KOSPI,KBGJ88삼성바이콜,,,,,,,
58GJ89,KOSPI,KBGJ89삼성바이풋,,,,,,,
58GJ90,KOSPI,KBGJ90현대차콜,,,,,,,
58GJ91,KOSPI,KBGJ91엘지디스콜,,,,,,,
58GJ92,KOSPI,KBGJ92네이버콜,,,,,,,
58GJ93,KOSPI,KBGJ93SK하이닉콜,,,,,,,
58GJ94,KOSPI,KBGJ94삼성전자콜,,,,,,,
58GJ95,KOSPI,KBGJ95카카오콜,,,,,,,
58GJ96,KOSPI,KBGJ96카카오콜,,,,,,,
58GJ97,KOSPI,KBGJ97LG화학콜,,,,,,,
58GJ98,KOSPI,KBGJ98POSCO콜,,,,,,,
58GJ99,KOSPI,KBGJ99삼성SDI콜,,,,,,,
58GK00,KOSPI,KBGK00신한지주콜,,,,,,,
58GK01,KOSPI,KBGK01모비스콜,,,,,,,
58GK02,KOSPI,KBGK02현대차콜,,,,,,,
58GK04,KOSPI,KBGK04삼성전자콜,,,,,,,
58GK05,KOSPI,KBGK05삼성전자콜,,,,,,,
58GK06,KOSPI,KBGK06SK이노콜,,,,,,,
58GK07,KOSPI,KBGK07기아콜,,,,,,,
58GK08,KOSPI,KBGK08하나금융콜,,,,,,,
58GK09,KOSPI,KBGK09현대차콜,,,,,,,
58GK24,KOSPI,KBGK24KOSPI200콜,,,,,,,
58GK25,KOSPI,KBGK25KOSPI200콜,,,,,,,
58GK26,KOSPI,KBGK26KOSPI200콜,,,,,,,
58GK27,KOSPI,KBGK27KOSPI200콜,,,,,,,
58GK28,KOSPI,KBGK28KOSPI200콜,,,,,,,
58GK29,KOSPI,KBGK29KOSPI200콜,,,,,,,
58GK30,KOSPI,KBGK30KOSPI200콜,,,,,,,
58GK31,KOSPI,KBGK31KOSPI200콜,,,,,,,
58GK32,KOSPI,KBGK32KOSPI200콜,,,,,,,
58GK33,KOSPI,KBGK33KOSPI200콜,,,,,,,
58GK34,KOSPI,KBGK34KOSPI200콜,,,,,,,
58GK35,KOSPI,KBGK35KOSPI200콜,,,,,,,
58GK36,KOSPI,KBGK36KOSPI200콜,,,,,,,
58GK38,KOSPI,KBGK38KOSPI200콜,,,,,,,
58GK39,KOSPI,KBGK39KOSPI200콜,,,,,,,
